b2836	149.048424576	153.921789352	117.398749959
b0185	536.933481304	620.281837688	655.901711725
b3255	973.304170124	822.447769972	806.47836928
b3256	1481.505425	1373.80940347	1720.14690157
b2316	975.099934275	1010.82966142	1002.99366812
b4015	3237.76276519	3416.14478756	3521.96249876
b4014	3645.40122758	3673.4468832	3608.73548786
b0114	5550.70699235	5816.86523343	5660.66146539
b0115	3016.88377455	2984.24484132	3218.25703691
b2296	360.948594455	379.061123032	283.288287943
b1276	571.053000183	539.874932803	477.251440049
b0118	4999.40739783	4999.01214374	5584.09706324
b0404	19.7534056667	18.3787211167	10.2085869529
b1094	2004.0727931	2033.14602353	1390.91997233
b2563	19.7534056667	29.8654218146	20.4171739058
b3475	44.894103788	29.8654218146	20.4171739058
b0463	470.490207698	457.170687778	512.981494384
b0462	1215.73233058	1238.26633524	1171.43535285
b2470	23.3449339698	18.3787211167	30.6257608587
b3265	0.0	2.29734013959	2.55214673823
b3266	19.7534056667	20.6760612563	10.2085869529
b4069	247.81545291	211.355292842	260.318967299
b4067	68.2390377577	96.4882858626	61.2515217175
b1623	70.0348019093	75.8122246064	84.2208423616
b1241	3000.72189719	2961.27143993	3031.95032502
b1478	127.499254758	126.353707677	160.785244508
b4117	10.7745849091	18.3787211167	7.65644021469
b4115	1.79576415152	4.59468027917	0.0
b0474	826.051509699	751.230225645	612.515217175
b1002	104.154320788	73.5148844668	114.84660322
b2290	269.364622728	238.923374517	211.828179273
b2379	165.21030194	174.597850609	181.202418414
b2697	2289.59929319	2242.20397624	2064.68671123
b1415	1028.97285882	875.286593182	826.895543186
b3588	32.3237547273	39.054782373	17.8650271676
b0505	0.0	0.0	5.10429347646
b0512	1.79576415152	2.29734013959	5.10429347646
b0517	1.79576415152	2.29734013959	0.0
b4053	143.661132122	135.543068236	122.503043435
b2435	73.6263302123	59.7308436292	71.4601086704
b4169	116.724669849	105.677646421	132.711630388
b2817	70.0348019093	87.2989253043	102.085869529
b1982	319.64601897	340.006340659	290.944728158
b0110	39.5068113334	34.4601020938	51.0429347646
b0433	116.724669849	117.164347119	112.294456482
b0451	235.245103849	202.165932284	181.202418414
b1640	53.8729245456	55.1361633501	30.6257608587
b1767	211.900169879	170.003170329	170.993831461
b2957	14.3661132122	20.6760612563	15.3128804294
b1453	23.3449339698	18.3787211167	20.4171739058
b0049	84.4009151214	85.0015851647	74.0122554086
b4055	7.18305660608	6.89202041876	7.65644021469
b0980	32.3237547273	9.18936055835	15.3128804294
b0469	280.139207637	303.248898425	298.601168373
b0875	19.7534056667	20.6760612563	15.3128804294
b0062	5.38729245456	6.89202041876	7.65644021469
b0063	3.59152830304	2.29734013959	0.0
b0061	3.59152830304	0.0	2.55214673823
b2841	7.18305660608	16.0813809771	10.2085869529
b1901	7.18305660608	2.29734013959	0.0
b1900	16.1618773637	11.4867006979	15.3128804294
b4460	14.3661132122	22.9734013959	30.6257608587
b2818	527.954660547	620.281837688	456.834266143
b3959	368.131651061	296.356878007	336.883369446
b3958	474.081736001	512.306851128	433.864945499
b3359	820.664217244	799.474368576	732.466113872
b3957	407.638462395	367.574422334	311.361902064
b3172	2205.19837807	2226.12259526	1962.6008417
b3960	860.171028578	907.449355137	821.79124971
b4254	511.792783183	436.494626521	410.895624855
b2923	17.9576415152	11.4867006979	28.0736141205
b1876	452.532566183	507.712170849	495.116467216
b2310	253.202745364	289.464857588	209.276032535
b2255	52.0771603941	34.4601020938	43.3864945499
b2253	17.9576415152	16.0813809771	20.4171739058
b2254	14.3661132122	6.89202041876	7.65644021469
b2256	8.9788207576	13.7840408375	7.65644021469
b4544	3.59152830304	2.29734013959	2.55214673823
b2258	3.59152830304	6.89202041876	2.55214673823
b2257	12.5703490606	13.7840408375	10.2085869529
b0908	885.311726699	948.801477649	778.40475516
b3389	666.228500214	670.823320759	602.306630222
b2329	404.046934092	385.953143451	400.687037902
b1693	59.2602170001	105.677646421	84.2208423616
b3281	167.006066091	147.029768934	132.711630388
b2601	957.14229276	990.153600162	939.189999668
b0754	1707.77170809	1716.11308427	1806.91989067
b1704	208.308641576	190.679231586	232.245353179
b3390	411.229990698	397.439844148	413.447771593
b0388	210.104405728	163.111149911	181.202418414
b0112	1072.07119846	1082.04720575	1202.06111371
b3502	16.1618773637	6.89202041876	5.10429347646
b3503	8.9788207576	0.0	7.65644021469
b0863	217.287462334	225.139333679	255.214673823
b0860	580.031820941	558.253653919	546.159401981
b0861	55.6686886971	91.8936055835	86.7729890998
b0864	159.823009485	158.516469631	153.128804294
b0862	68.2390377577	55.1361633501	81.6686956233
b2715	8.9788207576	16.0813809771	20.4171739058
b3433	2891.18028395	3062.35440607	2692.51480883
b3744	278.343443486	236.626034377	270.527554252
b0674	461.51138694	484.738769453	502.772907431
b0930	1436.61132122	1403.67482529	1140.80959199
b4139	136.478075515	114.867006979	94.4294293145
b0928	1542.56140616	1511.64981185	1541.49662989
b1866	976.895698427	1010.82966142	954.502880098
b1747	14.3661132122	22.9734013959	15.3128804294
b1745	5.38729245456	20.6760612563	17.8650271676
b1748	14.3661132122	18.3787211167	22.9693206441
b1746	5.38729245456	13.7840408375	15.3128804294
b1744	5.38729245456	4.59468027917	10.2085869529
b3734	5974.50733211	5894.97479818	5826.55100338
b3738	1165.45093434	1222.18495426	1089.76665722
b3731	800.910811578	859.205212205	829.447689924
b3732	3537.65537849	3657.36550222	3639.36124871
b3737	603.376754911	576.632375036	375.16557052
b3736	2038.19231197	2184.77047275	2151.45970033
b3733	2370.40868001	2255.98801707	2036.61309711
b3735	1158.26787773	1201.508893	1069.34948332
b3739	325.033311425	259.599435773	206.723885797
b3572	601.580990759	532.982912384	556.367988934
b3057	59.2602170001	50.5414830709	76.5644021469
b2480	580.031820941	542.172272942	326.674782493
b2901	278.343443486	291.762197727	336.883369446
b3722	43.0983396365	43.6494626521	43.3864945499
b2132	208.308641576	209.057952702	250.110380346
b0774	50.2813962425	62.0281837688	79.1165488851
b0775	113.133141546	128.651047817	96.9815760527
b0777	32.3237547273	32.1627619542	38.2822010734
b0778	30.5279905758	27.568081675	25.5214673823
b0776	66.4432736062	62.0281837688	71.4601086704
b3412	41.3025754849	43.6494626521	35.7300543352
b3551	217.287462334	190.679231586	209.276032535
b0401	75.4220943638	82.7042450251	89.325135838
b1711	26.9364622728	57.4335034897	38.2822010734
b1709	93.379735879	85.0015851647	86.7729890998
b1710	66.4432736062	103.380306281	89.325135838
b0158	23.3449339698	48.2441429313	35.7300543352
b1270	46.6898679395	27.568081675	40.8343478117
b4131	5.38729245456	9.18936055835	17.8650271676
b4132	3.59152830304	0.0	0.0
b0037	16.1618773637	6.89202041876	15.3128804294
b0036	3.59152830304	4.59468027917	0.0
b0040	3.59152830304	2.29734013959	2.55214673823
b0126	910.45242482	831.63713053	811.582662757
b0032	2075.90335916	2046.93006437	2156.5639938
b0033	4557.64941656	4479.81327219	4940.95608521
b2201	8.9788207576	9.18936055835	15.3128804294
b2200	3.59152830304	2.29734013959	0.0
b2199	16.1618773637	16.0813809771	22.9693206441
b2198	0.0	0.0	5.10429347646
b2197	14.3661132122	4.59468027917	0.0
b2143	37.7110471819	52.8388232105	56.147228241
b3918	7.18305660608	13.7840408375	40.8343478117
b0175	215.491698182	248.112735075	191.411005367
b1661	565.665707729	657.039279922	492.564320478
b1216	87.9924434245	62.0281837688	48.4907880263
b1734	10.7745849091	9.18936055835	7.65644021469
b2155	1050.52202864	955.693498068	1002.99366812
b0617	0.0	0.0	0.0
b0616	3.59152830304	0.0	0.0
b0615	1.79576415152	0.0	2.55214673823
b0614	0.0	0.0	2.55214673823
b0155	57.4644528486	59.7308436292	35.7300543352
b1592	12.5703490606	16.0813809771	22.9693206441
b0910	161.618773637	156.219129492	227.141059702
b3974	107.745849091	124.056367538	112.294456482
b3634	34.1195188789	27.568081675	38.2822010734
b0103	66.4432736062	50.5414830709	91.8772825762
b0638	17.9576415152	22.9734013959	30.6257608587
b1992	55.6686886971	43.6494626521	38.2822010734
b1991	87.9924434245	78.1095647459	94.4294293145
b1993	28.7322264243	16.0813809771	40.8343478117
b0446	30.5279905758	20.6760612563	12.7607336911
b0484	815.27692479	822.447769972	1025.96298877
b3816	122.111962303	149.327109073	104.638016267
b4213	100.562792485	62.0281837688	89.325135838
b2049	10.7745849091	6.89202041876	15.3128804294
b2048	1.79576415152	0.0	10.2085869529
b2417	1499.46306652	1479.48704989	1191.85252675
b2810	84.4009151214	85.0015851647	91.8772825762
b0123	359.152830304	303.248898425	319.018342279
b0575	411.229990698	379.061123032	444.073532452
b0574	292.709556698	310.140918844	377.717717258
b0572	614.15133982	567.443014478	681.423179107
b0573	175.984886849	188.381891446	229.693206441
b3806	894.290547457	882.178613601	722.257526919
b3807	39.5068113334	50.5414830709	43.3864945499
b4208	344.786717092	323.924959682	319.018342279
b0733	486.652085062	475.549408894	339.435516184
b0734	298.096849152	259.599435773	250.110380346
b0886	156.231481182	149.327109073	127.607336911
b0887	165.21030194	179.192530888	191.411005367
b0340	0.0	0.0	2.55214673823
b0341	1.79576415152	4.59468027917	2.55214673823
b0432	2490.72487816	2350.1789628	2695.06695557
b0431	3611.28170871	3540.2011551	3366.28154772
b0430	606.968283214	622.579177828	671.214592154
b0429	314.258726516	342.303680798	375.16557052
b0428	1054.11355694	1003.937641	1079.55807027
b2422	317.850254819	379.061123032	403.23918464
b2750	211.900169879	227.436673819	216.932472749
b2752	542.320773759	491.630789871	523.190081337
b3607	138.273839667	114.867006979	117.398749959
b3368	95.1755000305	110.2723267	122.503043435
b2762	596.193698304	507.712170849	375.16557052
b2763	1190.59163246	1176.23815147	1148.4660322
b2764	960.733821063	1013.12700156	934.085706192
b2414	2745.72338767	3007.21824272	2748.66203707
b2421	409.434226546	452.576007499	461.938559619
b2751	937.388887093	980.964239603	1066.79733658
b2425	328.624839728	307.843578705	308.809755326
b4214	59.2602170001	68.9202041876	74.0122554086
b0526	292.709556698	264.194116052	362.404836828
b2424	120.316198152	98.7856260022	125.055190173
b2423	149.048424576	165.40849005	145.472364079
b0632	368.131651061	369.871762473	441.521385714
b3182	66.4432736062	75.8122246064	96.9815760527
b0839	183.167943455	133.245728096	142.920217341
b2010	41.3025754849	18.3787211167	15.3128804294
b1189	70.0348019093	59.7308436292	68.9079619322
b1190	26.9364622728	39.054782373	48.4907880263
b2478	669.820028517	705.283422853	783.509048636
b0031	466.898679395	576.632375036	467.042853096
b0166	1147.49329282	1217.59027398	1043.82801594
b2472	129.295018909	98.7856260022	127.607336911
b3809	199.329820819	197.571252004	204.171739058
b2065	113.133141546	114.867006979	148.024510817
b3528	186.759471758	197.571252004	199.067445582
b4138	303.484141607	337.709000519	296.049021635
b4123	5.38729245456	6.89202041876	7.65644021469
b0381	86.1966792729	98.7856260022	109.742309744
b0092	188.55523591	165.40849005	163.337391247
b1487	25.1406981213	18.3787211167	15.3128804294
b1486	7.18305660608	9.18936055835	15.3128804294
b1485	8.9788207576	6.89202041876	5.10429347646
b1484	10.7745849091	6.89202041876	0.0
b1483	17.9576415152	20.6760612563	7.65644021469
b1488	10.7745849091	2.29734013959	5.10429347646
b4382	109.541613243	110.2723267	153.128804294
b4383	308.871434061	344.601020938	326.674782493
b4381	62.8517453032	87.2989253043	71.4601086704
b4384	287.322264243	241.220714657	252.662527085
b3639	183.167943455	199.868592144	160.785244508
b4477	0.0	2.29734013959	5.10429347646
b4478	12.5703490606	4.59468027917	15.3128804294
b3693	5.38729245456	2.29734013959	5.10429347646
b3691	7.18305660608	0.0	5.10429347646
b0160	75.4220943638	36.7574422334	51.0429347646
b1200	204.717113273	149.327109073	181.202418414
b1199	89.788207576	96.4882858626	79.1165488851
b1198	296.301085001	255.004755494	245.00608687
b3012	224.47051894	215.949973121	265.423260776
b0207	19.7534056667	34.4601020938	28.0736141205
b2133	479.469028456	516.901531407	464.490706358
b1800	7.18305660608	25.2707415355	12.7607336911
b0894	25.1406981213	39.054782373	25.5214673823
b0895	0.0	6.89202041876	0.0
b0896	23.3449339698	9.18936055835	15.3128804294
b1489	61.0559811517	96.4882858626	58.6993749793
b3544	1776.01074585	1847.06147223	1676.76040702
b3543	192.146764213	158.516469631	201.61959232
b3542	122.111962303	117.164347119	99.5337227909
b3541	174.189122697	204.463272423	209.276032535
b3540	231.653575546	204.463272423	214.380326011
b3860	247.81545291	245.815394936	188.858858629
b1185	64.6475094547	75.8122246064	71.4601086704
b2893	131.090783061	153.921789352	127.607336911
b4136	100.562792485	98.7856260022	117.398749959
b2366	39.5068113334	39.054782373	33.177907597
b1634	17.9576415152	18.3787211167	17.8650271676
b3496	35.9152830304	20.6760612563	28.0736141205
b0709	41.3025754849	78.1095647459	48.4907880263
b3640	80.8093868184	103.380306281	150.576657556
b0173	123.907726455	128.651047817	163.337391247
b0420	375.314707668	392.845163869	377.717717258
b1533	152.639952879	149.327109073	68.9079619322
b2578	3.59152830304	2.29734013959	10.2085869529
b1850	175.984886849	199.868592144	170.993831461
b1851	123.907726455	144.732428794	104.638016267
b1193	98.7670283336	66.622864048	91.8772825762
b2779	4546.87483165	4553.32815666	4361.61877563
b0596	116.724669849	85.0015851647	150.576657556
b0595	179.576415152	192.976571725	239.901793394
b0593	353.765537849	349.195701217	385.374157473
b0583	30.5279905758	29.8654218146	20.4171739058
b0594	364.540122758	399.737184288	433.864945499
b0586	481.264792607	526.090891965	630.380244343
b0591	136.478075515	130.948387956	125.055190173
b2927	289.118028395	300.951558286	311.361902064
b3546	43.0983396365	41.3521225126	35.7300543352
b2441	159.823009485	183.787211167	199.067445582
b2440	17.9576415152	18.3787211167	38.2822010734
b2458	1.79576415152	0.0	5.10429347646
b3006	777.565877608	778.79830732	737.570407348
b3005	314.258726516	277.97815689	237.349646655
b3093	16.1618773637	9.18936055835	15.3128804294
b0954	369.927415213	408.926544846	415.999918331
b2323	978.691462578	918.936055835	1018.30654855
b1092	899.677839911	944.20679737	1018.30654855
b1095	1415.0621514	1461.10832878	1679.31255375
b1093	1239.07726455	1229.07697468	1355.189918
b1091	766.791292699	725.959484109	768.196168207
b1288	1082.84578337	1190.02219231	1301.5948365
b0180	511.792783183	489.333449732	418.55206507
b3845	26.9364622728	27.568081675	28.0736141205
b3846	116.724669849	87.2989253043	86.7729890998
b1805	79.0136226669	71.2175443272	56.147228241
b0221	104.154320788	80.4069048855	119.950896697
b2342	41.3025754849	39.054782373	28.0736141205
b2341	79.0136226669	68.9202041876	66.355815194
b1701	5.38729245456	4.59468027917	7.65644021469
b2344	175.984886849	202.165932284	163.337391247
b2912	34.1195188789	18.3787211167	17.8650271676
b2925	2718.7869254	2807.34965057	2914.55157506
b2097	371.723179365	390.54782373	400.687037902
b4232	285.526500092	273.383476611	245.00608687
b4079	28.7322264243	27.568081675	53.5950815028
b1474	19.7534056667	11.4867006979	2.55214673823
b1475	1.79576415152	0.0	2.55214673823
b1476	10.7745849091	2.29734013959	0.0
b3894	468.694443547	473.252068755	456.834266143
b3893	26.9364622728	32.1627619542	53.5950815028
b3892	12.5703490606	9.18936055835	17.8650271676
b1385	39.5068113334	25.2707415355	53.5950815028
b3409	238.836632152	257.302095634	245.00608687
b0584	738.059066274	677.715341178	763.09187473
b0592	113.133141546	91.8936055835	74.0122554086
b0588	55.6686886971	52.8388232105	40.8343478117
b0590	34.1195188789	32.1627619542	20.4171739058
b0589	43.0983396365	27.568081675	43.3864945499
b0585	105.95008494	119.461687258	137.815923864
b0150	1221.11962303	1180.83283175	1140.80959199
b0153	118.520434	121.759027398	148.024510817
b0151	93.379735879	80.4069048855	74.0122554086
b0152	93.379735879	89.5962654439	61.2515217175
b1102	127.499254758	85.0015851647	122.503043435
b4367	646.475094547	638.660558805	676.318885631
b3915	111.337377394	126.353707677	125.055190173
b0805	935.593122942	762.716926343	860.073450783
b0684	299.892613304	303.248898425	265.423260776
b2895	79.0136226669	91.8936055835	89.325135838
b3288	287.322264243	296.356878007	278.183994467
b0904	237.040868001	156.219129492	158.23309777
b2492	8.9788207576	11.4867006979	33.177907597
b0048	46.6898679395	66.622864048	51.0429347646
b3058	10.7745849091	9.18936055835	15.3128804294
b2315	265.773094425	264.194116052	260.318967299
b0529	278.343443486	261.896775913	321.570489017
b2153	513.588547335	487.036109592	561.47228241
b0142	55.6686886971	64.3255239084	53.5950815028
b1606	43.0983396365	45.9468027917	35.7300543352
b3177	131.090783061	135.543068236	84.2208423616
b2303	109.541613243	135.543068236	122.503043435
b3924	77.2178585153	87.2989253043	102.085869529
b2374	1.79576415152	2.29734013959	0.0
b4154	138.273839667	119.461687258	150.576657556
b4153	39.5068113334	32.1627619542	40.8343478117
b4152	10.7745849091	9.18936055835	2.55214673823
b4151	10.7745849091	11.4867006979	5.10429347646
b3844	235.245103849	186.084551306	237.349646655
b3370	1.79576415152	4.59468027917	5.10429347646
b3371	5.38729245456	0.0	2.55214673823
b4474	3.59152830304	0.0	5.10429347646
b3374	7.18305660608	6.89202041876	7.65644021469
b0356	68.2390377577	66.622864048	96.9815760527
b0355	19.7534056667	22.9734013959	20.4171739058
b2167	62.8517453032	55.1361633501	66.355815194
b2169	21.5491698182	20.6760612563	15.3128804294
b2168	23.3449339698	13.7840408375	22.9693206441
b0825	12.5703490606	11.4867006979	17.8650271676
b3946	7.18305660608	4.59468027917	0.0
b0084	249.611217061	255.004755494	150.576657556
b2802	16.1618773637	13.7840408375	2.55214673823
b2803	10.7745849091	13.7840408375	12.7607336911
b2799	12.5703490606	11.4867006979	17.8650271676
b1612	633.904745486	597.308436292	643.140978034
b4122	25.1406981213	20.6760612563	15.3128804294
b1611	229.857811394	236.626034377	234.797499917
b2661	104.154320788	112.56966684	114.84660322
b2663	32.3237547273	25.2707415355	43.3864945499
b2662	109.541613243	117.164347119	117.398749959
b1493	102.358556637	114.867006979	119.950896697
b1492	150.844188728	174.597850609	170.993831461
b2943	131.090783061	98.7856260022	135.263777126
b1236	400.455405789	445.68398708	306.257608587
b1779	9163.7844652	9228.41534072	8184.7345895
b3128	3.59152830304	16.0813809771	7.65644021469
b3124	17.9576415152	18.3787211167	17.8650271676
b3126	3.59152830304	0.0	2.55214673823
b3127	1.79576415152	2.29734013959	0.0
b3125	7.18305660608	9.18936055835	12.7607336911
b2092	3151.56608592	3066.94908635	3052.36749892
b2091	876.332905941	852.313191787	831.999836663
b2096	3094.10163307	3156.54535179	3047.26320545
b2095	5757.21986977	5499.83229417	5392.68605788
b0124	720.101424759	705.283422853	712.048939966
b0507	7.18305660608	4.59468027917	7.65644021469
b2904	195.738292516	160.813809771	232.245353179
b2903	829.643038002	889.07063402	974.920054003
b2905	308.871434061	395.142504009	375.16557052
