b2836,149.0
b0185,620.0
b3255,822.0
b3256,1482.0
b2316,1003.0
b4015,3416.0
b4014,3645.0
b0114,5661.0
b0115,3017.0
b2296,361.0
b1276,540.0
b0118,4999.0
b0404,18.0
b1094,2004.0
b2563,20.0
b3475,30.0
b0463,470.0
b0462,1216.0
b2470,23.0
b3265,2.0
b3266,20.0
b4069,248.0
b4067,68.0
b1623,76.0
b1241,3001.0
b1478,127.0
b4117,11.0
b4115,2.0
b0474,751.0
b1002,104.0
b2290,239.0
b2379,175.0
b2697,2242.0
b1415,875.0
b3588,32.0
b0505,0.0
b0512,2.0
b0517,2.0
b4053,136.0
b2435,71.0
b4169,117.0
b2817,87.0
b1982,320.0
b0110,40.0
b0433,117.0
b0451,202.0
b1640,54.0
b1767,171.0
b2957,15.0
b1453,20.0
b0049,84.0
b4055,7.0
b0980,15.0
b0469,299.0
b0875,20.0
b0062,7.0
b0063,2.0
b0061,3.0
b2841,10.0
b1901,2.0
b1900,15.0
b4460,23.0
b2818,528.0
b3959,337.0
b3958,474.0
b3359,799.0
b3957,368.0
b3172,2205.0
b3960,860.0
b4254,436.0
b2923,18.0
b1876,495.0
b2310,253.0
b2255,43.0
b2253,18.0
b2254,8.0
b2256,9.0
b4544,3.0
b2258,4.0
b2257,13.0
b0908,885.0
b3389,666.0
b2329,401.0
b1693,84.0
b3281,147.0
b2601,957.0
b0754,1716.0
b1704,208.0
b3390,411.0
b0388,181.0
b0112,1082.0
b3502,7.0
b3503,8.0
b0863,225.0
b0860,558.0
b0861,87.0
b0864,159.0
b0862,68.0
b2715,16.0
b3433,2891.0
b3744,271.0
b0674,485.0
b0930,1404.0
b4139,115.0
b0928,1541.0
b1866,977.0
b1747,15.0
b1745,18.0
b1748,18.0
b1746,14.0
b1744,5.0
b3734,5895.0
b3738,1165.0
b3731,829.0
b3732,3639.0
b3737,577.0
b3736,2151.0
b3733,2256.0
b3735,1158.0
b3739,260.0
b3572,556.0
b3057,59.0
b2480,542.0
b2901,292.0
b3722,43.0
b2132,209.0
b0774,62.0
b0775,113.0
b0777,32.0
b0778,28.0
b0776,66.0
b3412,41.0
b3551,209.0
b0401,83.0
b1711,38.0
b1709,87.0
b1710,89.0
b0158,36.0
b1270,41.0
b4131,9.0
b4132,0.0
b0037,15.0
b0036,4.0
b0040,3.0
b0126,832.0
b0032,2076.0
b0033,4558.0
b2201,9.0
b2200,2.0
b2199,16.0
b2198,0.0
b2197,5.0
b2143,53.0
b3918,14.0
b0175,215.0
b1661,566.0
b1216,62.0
b1734,9.0
b2155,1003.0
b0617,0.0
b0616,0.0
b0615,2.0
b0614,0.0
b0155,57.0
b1592,16.0
b0910,162.0
b3974,112.0
b3634,34.0
b0103,66.0
b0638,23.0
b1992,44.0
b1991,88.0
b1993,29.0
b0446,21.0
b0484,822.0
b3816,122.0
b4213,89.0
b2049,11.0
b2048,2.0
b2417,1479.0
b2810,85.0
b0123,319.0
b0575,411.0
b0574,310.0
b0572,614.0
b0573,188.0
b3806,882.0
b3807,43.0
b4208,324.0
b0733,476.0
b0734,260.0
b0886,149.0
b0887,179.0
b0340,0.0
b0341,3.0
b0432,2491.0
b0431,3540.0
b0430,623.0
b0429,342.0
b0428,1054.0
b2422,379.0
b2750,217.0
b2752,523.0
b3607,117.0
b3368,110.0
b2762,508.0
b2763,1176.0
b2764,961.0
b2414,2749.0
b2421,453.0
b2751,981.0
b2425,309.0
b4214,69.0
b0526,293.0
b2424,120.0
b2423,149.0
b0632,370.0
b3182,76.0
b0839,143.0
b2010,18.0
b1189,69.0
b1190,39.0
b2478,705.0
b0031,467.0
b0166,1147.0
b2472,128.0
b3809,199.0
b2065,115.0
b3528,198.0
b4138,303.0
b4123,7.0
b0381,99.0
b0092,165.0
b1487,18.0
b1486,9.0
b1485,7.0
b1484,7.0
b1483,18.0
b1488,5.0
b4382,110.0
b4383,327.0
b4381,71.0
b4384,253.0
b3639,183.0
b4477,2.0
b4478,13.0
b3693,5.0
b3691,5.0
b0160,51.0
b1200,181.0
b1199,90.0
b1198,255.0
b3012,224.0
b0207,28.0
b2133,479.0
b1800,13.0
b0894,26.0
b0895,0.0
b0896,15.0
b1489,61.0
b3544,1776.0
b3543,192.0
b3542,117.0
b3541,204.0
b3540,214.0
b3860,246.0
b1185,71.0
b2893,131.0
b4136,101.0
b2366,39.0
b1634,18.0
b3496,28.0
b0709,48.0
b3640,103.0
b0173,129.0
b0420,378.0
b1533,149.0
b2578,4.0
b1850,176.0
b1851,124.0
b1193,92.0
b2779,4547.0
b0596,117.0
b0595,193.0
b0593,354.0
b0583,30.0
b0594,400.0
b0586,526.0
b0591,131.0
b2927,301.0
b3546,41.0
b2441,184.0
b2440,18.0
b2458,2.0
b3006,778.0
b3005,278.0
b3093,15.0
b0954,409.0
b2323,979.0
b1092,944.0
b1095,1461.0
b1093,1239.0
b1091,767.0
b1288,1190.0
b0180,489.0
b3845,28.0
b3846,87.0
b1805,71.0
b0221,104.0
b2342,39.0
b2341,69.0
b1701,5.0
b2344,176.0
b2912,18.0
b2925,2807.0
b2097,391.0
b4232,273.0
b4079,29.0
b1474,11.0
b1475,2.0
b1476,2.0
b3894,469.0
b3893,32.0
b3892,13.0
b1385,40.0
b3409,245.0
b0584,738.0
b0592,92.0
b0588,53.0
b0590,32.0
b0589,43.0
b0585,119.0
b0150,1181.0
b0153,122.0
b0151,80.0
b0152,90.0
b1102,123.0
b4367,646.0
b3915,125.0
b0805,860.0
b0684,300.0
b2895,89.0
b3288,287.0
b0904,158.0
b2492,11.0
b0048,51.0
b3058,11.0
b2315,264.0
b0529,278.0
b2153,514.0
b0142,56.0
b1606,43.0
b3177,131.0
b2303,123.0
b3924,87.0
b2374,2.0
b4154,138.0
b4153,40.0
b4152,9.0
b4151,11.0
b3844,235.0
b3370,5.0
b3371,3.0
b4474,4.0
b3374,7.0
b0356,68.0
b0355,20.0
b2167,63.0
b2169,21.0
b2168,23.0
b0825,13.0
b3946,5.0
b0084,250.0
b2802,14.0
b2803,13.0
b2799,13.0
b1612,634.0
b4122,21.0
b1611,235.0
b2661,113.0
b2663,32.0
b2662,117.0
b1493,115.0
b1492,171.0
b2943,131.0
b1236,400.0
b1779,9164.0
b3128,8.0
b3124,18.0
b3126,3.0
b3127,2.0
b3125,9.0
b2092,3067.0
b2091,852.0
b2096,3094.0
b2095,5500.0
b0124,712.0
b0507,7.0
b2904,196.0
b2903,889.0
b2905,375.0
b1761,3967.0
b3447,142.0
b1033,181.0
b3553,378.0
b2975,22.0
b2976,143.0
b2979,7.0
b4468,13.0
b4467,18.0
b3945,14.0
b3429,425.0
b3432,818.0
b3430,488.0
b3428,769.0
b3431,406.0
b2388,140.0
b3176,505.0
b3729,1490.0
b3730,835.0
b3870,4427.0
b0811,395.0
b0810,140.0
b0809,204.0
b0680,941.0
b1651,177.0
b0212,78.0
b2241,2.0
b2242,3.0
b2243,5.0
b3426,27.0
b3425,46.0
b3927,7.0
b3926,36.0
b2239,40.0
b2240,2.0
b3925,55.0
b0720,2619.0
b3212,11676.0
b3213,3653.0
b0655,427.0
b0654,74.0
b0653,69.0
b4077,54.0
b3653,25.0
b2400,999.0
b0514,18.0
b0509,2.0
b2551,2717.0
b3560,577.0
b3559,1306.0
b2053,13.0
b0200,119.0
b3648,165.0
b2029,2794.0
b3437,13.0
b3415,55.0
b4476,16.0
b3500,264.0
b3385,208.0
b0755,1220.0
b3612,928.0
b3779,265.0
b3001,40.0
b3608,444.0
b0238,101.0
b0849,11.0
b1064,145.0
b3610,61.0
b1654,296.0
b2688,487.0
b2947,262.0
b0829,317.0
b0830,241.0
b0831,55.0
b0832,46.0
b0477,161.0
b2988,358.0
b2507,2049.0
b2508,1424.0
b0104,400.0
b2883,23.0
b2787,16.0
b2789,2.0
b2788,5.0
b2541,14.0
b2540,4.0
b2542,14.0
b2538,23.0
b2539,0.0
b2536,28.0
b1210,120.0
b0369,230.0
b3805,184.0
b3804,97.0
b3997,152.0
b2436,34.0
b3850,56.0
b0475,56.0
b0154,327.0
b3867,190.0
b3803,301.0
b2024,280.0
b2022,539.0
b2021,442.0
b2020,567.0
b2025,240.0
b2019,546.0
b2023,198.0
b2026,285.0
b2309,671.0
b2307,100.0
b2306,126.0
b2308,145.0
b2514,718.0
b2552,34.0
b0125,214.0
b0650,8.0
b0972,3.0
b0974,5.0
b2996,13.0
b2995,9.0
b2994,61.0
b2997,9.0
b2724,2.0
b2723,2.0
b2722,0.0
b2721,3.0
b2720,2.0
b2719,5.0
b2481,0.0
b2482,5.0
b2484,3.0
b2485,2.0
b2486,2.0
b2487,10.0
b2488,2.0
b2490,2.0
b0508,2.0
b0828,289.0
b1136,7799.0
b2889,23.0
b0026,1939.0
b3772,342.0
b3671,917.0
b3774,5420.0
b3771,657.0
b3770,384.0
b0078,264.0
b0077,793.0
b3670,85.0
b2528,198.0
b2530,593.0
b2529,161.0
b0421,217.0
b3187,352.0
b2747,92.0
b1208,117.0
b2746,83.0
b2515,447.0
b0029,240.0
b0174,363.0
b1732,455.0
b3942,822.0
b3137,0.0
b3132,4.0
b3617,54.0
b1250,46.0
b3526,78.0
b3909,18.0
b0698,3.0
b0697,5.0
b0696,8.0
b1215,379.0
b0918,204.0
b3198,106.0
b3197,188.0
b3350,64.0
b0047,59.0
b2587,2343.0
b3747,115.0
b0343,3.0
b0344,13.0
b4036,287.0
b1192,64.0
b0186,126.0
b1380,74.0
b0074,1140.0
b0073,1013.0
b0072,1309.0
b0071,806.0
b0642,1682.0
b2411,242.0
b0628,260.0
b0630,87.0
b3454,466.0
b3455,425.0
b3457,433.0
b3460,4170.0
b3458,1046.0
b3456,725.0
b3605,70.0
b3603,41.0
b0657,158.0
b0116,5031.0
b4386,50.0
b2835,41.0
b1677,7279.0
b3200,232.0
b3201,178.0
b3199,126.0
b4261,153.0
b4262,149.0
b0181,519.0
b0182,248.0
b0096,1279.0
b0179,946.0
b0524,76.0
b0915,87.0
b1054,43.0
b1855,113.0
b2378,25.0
b2174,20.0
b0870,142.0
b2687,436.0
b2838,257.0
b4024,1256.0
b2156,1191.0
b2890,1197.0
b4129,93.0
b3580,2.0
b0459,41.0
b1479,519.0
b2463,634.0
b0394,63.0
b4034,324.0
b4033,71.0
b4032,29.0
b3417,499.0
b3416,324.0
b3571,25.0
b1621,21.0
b1622,41.0
b0403,68.0
b1613,166.0
b1818,760.0
b1819,889.0
b2781,99.0
b3028,57.0
b0842,34.0
b3236,2127.0
b1599,5.0
b1600,8.0
b4119,14.0
b4120,11.0
b3930,79.0
b2262,149.0
b2261,113.0
b2264,79.0
b2260,77.0
b2265,115.0
b2263,18.0
b2328,165.0
b4013,86.0
b3939,94.0
b3008,204.0
b3829,2986.0
b3941,47.0
b2114,1024.0
b4019,1419.0
b0198,68.0
b2942,611.0
b3940,233.0
b0199,129.0
b0197,958.0
b2149,84.0
b2148,30.0
b0963,88.0
b4242,129.0
b0347,4.0
b0348,2.0
b0349,5.0
b0350,5.0
b0352,7.0
b0351,8.0
b0353,5.0
b2813,133.0
b2701,54.0
b2963,79.0
b0731,0.0
b0732,31.0
b2392,32.0
b0781,119.0
b0783,64.0
b0784,16.0
b0785,74.0
b3857,22.0
b3856,18.0
b2877,5.0
b0827,124.0
b0826,55.0
b0009,44.0
b1326,59.0
b4233,393.0
b1329,97.0
b2210,666.0
b0087,145.0
b3396,250.0
b0149,253.0
b0635,203.0
b0914,343.0
b4219,80.0
b1778,154.0
b3599,232.0
b3600,169.0
b0159,262.0
b3161,41.0
b3189,618.0
b3972,193.0
b0091,339.0
b0088,292.0
b0085,351.0
b0086,287.0
b0090,174.0
b3967,94.0
b1069,74.0
b2429,14.0
b2428,28.0
b0099,18.0
b0750,418.0
b2574,230.0
b0109,110.0
b0639,83.0
b1740,370.0
b2615,76.0
b4390,128.0
b0677,90.0
b0678,81.0
b0679,211.0
b1107,181.0
b3225,18.0
b3223,7.0
b3222,13.0
b3224,5.0
b2206,31.0
b2203,0.0
b2202,10.0
b2205,4.0
b2204,3.0
b1224,31.0
b1225,18.0
b1227,4.0
b1226,5.0
b1223,5.0
b1469,13.0
b1465,5.0
b1466,5.0
b1467,22.0
b1468,43.0
b1109,205.0
b2518,386.0
b0578,171.0
b0019,85.0
b1186,172.0
b1463,21.0
b3476,28.0
b3477,3.0
b3478,5.0
b3479,4.0
b3480,2.0
b3365,32.0
b3367,7.0
b3366,0.0
b2710,9.0
b2711,5.0
b2234,731.0
b2235,314.0
b4238,101.0
b2675,235.0
b2676,62.0
b4237,5.0
b4070,13.0
b4071,2.0
b4072,2.0
b4073,3.0
b1865,103.0
b3996,83.0
b3397,112.0
b3034,74.0
b1759,26.0
b2251,2.0
b1134,26.0
b2467,50.0
b2288,148.0
b2287,454.0
b2286,1372.0
b2285,395.0
b2284,761.0
b2283,1884.0
b2282,544.0
b2281,287.0
b2280,324.0
b2279,69.0
b2277,669.0
b2276,580.0
b2393,338.0
b2964,37.0
b0957,17038.0
b2215,5675.0
b0929,20368.0
b1319,0.0
b1377,2.0
b1243,2103.0
b1244,195.0
b1245,214.0
b1246,255.0
b1247,303.0
b2131,61.0
b1896,204.0
b1897,92.0
b2373,5.0
b3360,38.0
b1812,77.0
b1096,56.0
b0622,2.0
b0134,284.0
b0133,395.0
b0131,230.0
b0425,81.0
b3258,50.0
b3073,469.0
b2519,20.0
b2134,97.0
b3403,210.0
b0052,198.0
b2320,284.0
b1638,125.0
b2564,145.0
b2418,127.0
b1636,111.0
b4260,487.0
b2523,311.0
b0237,554.0
b0932,732.0
b3916,694.0
b1723,60.0
b0902,84.0
b0903,3540.0
b3952,7.0
b3951,23.0
b4025,1202.0
b2926,2118.0
b0688,572.0
b0418,83.0
b1278,41.0
b1912,57.0
b2599,350.0
b0576,82.0
b1714,690.0
b1713,1924.0
b4094,0.0
b0383,32.0
b0241,3.0
b3493,574.0
b2987,2.0
b3821,67.0
b3825,83.0
b3018,71.0
b1090,391.0
b3059,40.0
b1768,102.0
b0931,652.0
b1603,3120.0
b1602,2401.0
b0751,203.0
b1126,351.0
b1125,171.0
b1124,126.0
b1123,705.0
b0692,7.0
b0854,234.0
b0855,95.0
b0856,40.0
b0857,32.0
b0871,246.0
b4226,1188.0
b3956,3553.0
b2501,216.0
b1702,1224.0
b2502,191.0
b2147,5.0
b0243,343.0
b0242,312.0
b0386,129.0
b4111,400.0
b0194,1391.0
b2677,100.0
b2678,52.0
b2679,83.0
b0334,5.0
b1207,1120.0
b4160,266.0
b1308,36.0
b2585,333.0
b3726,59.0
b3725,105.0
b3727,54.0
b3728,119.0
b2297,677.0
b1101,3225.0
b2415,650.0
b2416,3869.0
b4177,1587.0
b1131,972.0
b2476,682.0
b4005,809.0
b0523,242.0
b2312,1220.0
b4006,1009.0
b0522,778.0
b2557,2293.0
b2499,850.0
b2500,358.0
b1849,418.0
b1232,465.0
b1014,158.0
b1015,239.0
b1297,170.0
b1301,59.0
b1300,85.0
b1298,90.0
b1302,38.0
b1296,38.0
b1854,563.0
b1676,1120.0
b4245,3956.0
b1062,855.0
b0945,345.0
b3642,15.0
b1281,278.0
b2780,1147.0
b0171,420.0
b4244,1845.0
b0444,87.0
b2765,25.0
b2794,87.0
b3749,131.0
b2954,92.0
b2784,473.0
b3788,145.0
b3789,106.0
b3903,2.0
b3904,2.0
b3902,2.0
b3907,4.0
b0813,14.0
b3824,55.0
b3823,61.0
b1277,123.0
b3041,172.0
b1662,115.0
b0414,191.0
b0415,160.0
b0025,278.0
b0651,54.0
b2162,0.0
b0030,28.0
b3386,214.0
b2914,296.0
b4161,222.0
b1012,5.0
b1011,0.0
b1010,2.0
b1009,2.0
b1008,2.0
b1007,3.0
b1006,8.0
b1525,59.0
b1291,85.0
b3917,95.0
b2917,7.0
b2919,4.0
b2920,5.0
b1814,55.0
b2797,41.0
b2796,71.0
b0723,2345.0
b0724,888.0
b0721,316.0
b0722,330.0
b3591,161.0
b1764,315.0
b2913,4250.0
b4388,133.0
b0907,1948.0
b0893,803.0
b0070,33.0
b2170,5.0
b1981,191.0
b4392,110.0
b3908,2297.0
b1656,497.0
b1646,36.0
b1059,201.0
b2938,1372.0
b2937,181.0
b2965,171.0
b0120,564.0
b0121,653.0
b0693,5.0
b1584,41.0
b3650,810.0
b2702,2.0
b2704,3.0
b2705,9.0
b2703,7.0
b2521,83.0
b3089,190.0
b0936,3.0
b0933,15.0
b0934,0.0
b0935,4.0
b0937,2.0
b3962,341.0
b0726,4188.0
b0727,2130.0
b0728,2144.0
b0729,1587.0
b1683,339.0
b1682,125.0
b1681,296.0
b1679,23.0
b1680,184.0
b2533,397.0
b2464,255.0
b0008,1489.0
b1519,23.0
b0365,5.0
b0366,4.0
b0367,2.0
b0368,9.0
b3114,18.0
b4471,3.0
b3616,94.0
b1238,46.0
b0494,43.0
b0452,52.0
b0068,232.0
b3994,2022.0
b2103,203.0
b3993,443.0
b3992,539.0
b3991,439.0
b3990,889.0
b0423,241.0
b1106,51.0
b0417,133.0
b2104,246.0
b0067,113.0
b0066,36.0
b4407,54.0
b0002,5978.0
b0003,1367.0
b0004,2722.0
b1719,2639.0
b2827,176.0
b2935,2157.0
b2465,560.0
b1098,69.0
b3708,10.0
b3035,755.0
b1252,301.0
b0997,8.0
b0996,0.0
b1873,0.0
b1872,14.0
b3919,1122.0
b1197,16.0
b4240,7.0
b4239,10.0
b3519,71.0
b3290,120.0
b3849,100.0
b1260,449.0
b1261,804.0
b1262,417.0
b1263,361.0
b1264,351.0
b3384,597.0
b3781,431.0
b0888,576.0
b2582,27.0
b0411,698.0
b3061,2.0
b3062,0.0
b3063,5.0
b1386,11.0
b2600,584.0
b4054,565.0
b1907,46.0
b1637,612.0
b3835,161.0
b3843,291.0
b3833,257.0
b0662,133.0
b2232,170.0
b2907,197.0
b2311,36.0
b2066,117.0
b3831,212.0
b2028,48.0
b3452,8.0
b3453,60.0
b3450,70.0
b3451,9.0
b3449,62.0
b3666,69.0
b4193,3.0
b4195,0.0
b4196,3.0
b4197,7.0
b4198,5.0
b4192,10.0
b2498,794.0
b2497,614.0
b0480,203.0
b3091,25.0
b1521,8.0
b3092,31.0
b4322,25.0
b4323,32.0
b4258,1444.0
b3633,117.0
b2045,13.0
b3792,84.0
b3793,38.0
b3785,145.0
b3654,420.0
b2882,11.0
b2866,13.0
b2867,5.0
b2868,0.0
b3565,20.0
b3564,43.0
b4031,2.0
b3566,5.0
b3568,5.0
b0007,18.0
b0511,2.0
b0521,3.0
b0736,108.0
b0822,79.0
b0841,21.0
b0968,8.0
b1325,57.0
b1440,36.0
b1441,5.0
b1442,11.0
b1443,9.0
b1473,20.0
b1528,53.0
b1539,338.0
b1605,18.0
b1692,0.0
b1773,3.0
b1781,32.0
b1801,2.0
b2128,16.0
b2129,32.0
b2130,32.0
b2154,161.0
b2291,38.0
b2683,39.0
b2682,124.0
b2738,2.0
b2871,4.0
b2930,5.0
b3029,135.0
b3380,0.0
b3575,2.0
b3578,2.0
b3579,2.0
b3826,85.0
b3882,7.0
b4231,2.0
b4374,90.0
b4394,41.0
b0837,26.0
b1587,25.0
b1588,22.0
b1589,5.0
b1590,14.0
b2690,61.0
b2874,10.0
b3196,56.0
b4209,4.0
b4227,15.0
b4485,13.0
b4230,5.0
b4395,92.0
b0752,56.0
b3469,59.0
b1857,123.0
b1859,28.0
b1858,41.0
b3040,76.0
b1852,698.0
